row_names,TIMESTAMP,RECORD,BattV_Min,PTemp_C_Avg,AirTC_Avg,AirTC_Max,AirTC_TMx,AirTC_Min,AirTC_TMn,RH_Max,RH_TMx,RH_Min,RH_TMn,SlrW_Avg,SlrW_Max,SlrW_TMx,SlrMJ_Tot,Rain_mm_Tot,WS_ms_Avg,WS_ms_Max,WS_ms_TMx,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,ETos,Rso,BP_mbar_Avg,BP_mbar_Max,BP_mbar_TMx,BP_mbar_Min,BP_mbar_TMn,VWC_Avg,VWC_Max,VWC_TMx,VWC_Min,VWC_TMn,EC_Avg,EC_Max,EC_TMx,EC_Min,EC_TMn,T_Avg,T_Max,T_TMx,T_Min,T_TMn,SunHrs_Tot,HalfBr_Max,HalfBr_TMx,HalfBr_Min,HalfBr_TMn
125,"2019-08-08 00:00:00",69,12.25,31.65,27.87,31.96,"2019-08-07 12:50:30",23.71,"2019-08-07 04:40:45",98.8,"2019-08-07 06:38:55",60.07,"2019-08-07 13:27:20",288.5,1144,"2019-08-07 13:01:00",24.92543,0,1.866,8.27,"2019-08-07 20:21:55",1.866,90.9,33.96,4.901,3.343,1017.233,1018.443,"2019-08-07 22:55:05",1015.718,"2019-08-07 02:07:25",0.134,0.146,"2019-08-07 00:38:10",0.122,"2019-08-07 22:20:25",0.084,0.093,"2019-08-07 00:02:55",0.07,"2019-08-07 22:00:20",29.3,40.23,"2019-08-07 13:40:55",24.18,"2019-08-07 06:09:50",10.3,13.82,"2019-08-07 00:06:45",13.09,"2019-08-07 23:48:20"
126,"2019-08-09 00:00:00",70,12.26,31.54,28.14,31.57,"2019-08-08 10:51:45",24.85,"2019-08-08 03:19:30",93.7,"2019-08-08 01:45:00",68.07,"2019-08-08 10:53:50",210.8,1410,"2019-08-08 11:33:45",18.21031,0,2.919,9.76,"2019-08-08 00:03:10",2.919,93,36.58,3.437,3.343,1017.22,1018.414,"2019-08-08 00:14:10",1015.724,"2019-08-08 03:35:45",0.117,0.123,"2019-08-08 04:03:25",0.109,"2019-08-08 22:59:15",0.068,0.073,"2019-08-08 00:01:25",0.061,"2019-08-08 23:58:45",29.2,38.3,"2019-08-08 13:16:20",25.86,"2019-08-08 04:19:20",10.3,13.22,"2019-08-08 09:03:25",12.62,"2019-08-08 23:56:30"
127,"2019-08-10 00:00:00",71,12.25,33.18,29.19,31.71,"2019-08-09 11:11:30",27.24,"2019-08-09 00:35:45",92.5,"2019-08-09 00:39:20",70.36,"2019-08-09 13:08:15",275.5,1279,"2019-08-09 11:28:15",23.80019,0,2.744,7.311,"2019-08-09 13:57:45",2.744,103.3,35.89,4.611,3.346,1017.147,1018.487,"2019-08-09 10:11:30",1015.87,"2019-08-09 16:43:15",0.09,0.11,"2019-08-09 00:42:00",0.075,"2019-08-09 22:14:05",0.038,0.062,"2019-08-09 00:02:45",0.021,"2019-08-09 23:57:45",30.72,40.12,"2019-08-09 13:56:25",26.7,"2019-08-09 04:54:45",10.28,14.39,"2019-08-09 10:08:10",0.78,"2019-08-09 08:26:05"
128,"2019-08-11 00:00:00",72,12.2,32.6,28.65,31.33,"2019-08-10 13:10:10",24.47,"2019-08-10 05:26:45",92.7,"2019-08-10 05:39:40",64.65,"2019-08-10 11:45:10",296.9,1194,"2019-08-10 13:30:45",25.64819,0.254,2.981,8.74,"2019-08-10 21:41:20",2.98,83.1,32.82,4.884,3.37,1016.99,1018.712,"2019-08-10 08:22:40",1014.999,"2019-08-10 16:14:40",0.074,0.076,"2019-08-10 07:30:30",0.071,"2019-08-10 20:11:30",0.021,0.023,"2019-08-10 13:47:55",0.02,"2019-08-10 23:49:50",30.34,40.53,"2019-08-10 14:07:05",25.21,"2019-08-10 05:43:25",10.27,13.94,"2019-08-10 08:26:45",13.08,"2019-08-10 23:00:15"
129,"2019-08-12 00:00:00",73,12.22,32.75,28.72,31.66,"2019-08-11 12:28:50",25.2,"2019-08-11 18:12:10",93.6,"2019-08-11 18:54:05",62.32,"2019-08-11 13:02:25",284.1,1300,"2019-08-11 12:34:35",24.54959,2.286,3.103,9.6,"2019-08-11 17:58:30",3.103,90.5,24.74,4.658,3.377,1016.665,1018.182,"2019-08-11 10:26:40",1015.222,"2019-08-11 17:44:05",0.071,0.075,"2019-08-11 21:53:50",0.067,"2019-08-11 17:30:05",0.02,0.024,"2019-08-11 19:34:05",0.016,"2019-08-11 17:57:50",30.77,43.97,"2019-08-11 14:01:05",25.82,"2019-08-11 02:58:05",10.29,13.27,"2019-08-11 20:03:20",12.54,"2019-08-11 17:50:30"
130,"2019-09-10 00:00:00",20,12.16,31.97,28.56,32.39,"2019-09-09 11:03:45",24.55,"2019-09-09 06:03:05",97.5,"2019-09-09 05:41:45",67.58,"2019-09-09 14:11:15",199.4,1061,"2019-09-09 11:20:40",17.22991,0,1.479,6.017,"2019-09-09 22:40:20",1.479,85.5,43.91,3.478,3.527,1015.803,1016.852,"2019-09-09 09:27:50",1014.599,"2019-09-09 14:45:50",0.145,0.156,"2019-09-09 00:18:30",0.131,"2019-09-09 23:47:20",0.106,0.119,"2019-09-09 00:09:40",0.093,"2019-09-09 23:47:35",29.56,36.79,"2019-09-09 11:48:45",24.79,"2019-09-09 06:02:10",9.86,11.93,"2019-09-09 00:02:20",11.47,"2019-09-09 23:58:00"
131,"2019-09-11 00:00:00",21,12.18,33.64,29.54,32.75,"2019-09-10 13:30:15",27.27,"2019-09-10 05:14:30",88.2,"2019-09-10 05:20:50",67.2,"2019-09-10 13:51:55",274.1,1187,"2019-09-10 11:43:20",23.68088,0.254,2.02,7.409,"2019-09-10 14:41:20",2.02,77.15,29.96,4.75,3.528,1014.806,1016.368,"2019-09-10 00:00:35",1013.406,"2019-09-10 15:58:30",0.12,0.132,"2019-09-10 00:44:20",0.107,"2019-09-10 23:42:45",0.083,0.093,"2019-09-10 00:00:25",0.069,"2019-09-10 23:43:20",31.42,43.19,"2019-09-10 13:39:10",26.61,"2019-09-10 05:27:35",9.85,11.47,"2019-09-10 00:32:45",10.86,"2019-09-10 23:52:45"
132,"2019-09-12 00:00:00",22,12.16,33.84,29.65,32.57,"2019-09-11 12:47:20",27.33,"2019-09-11 03:33:15",90.1,"2019-09-11 21:08:00",64.38,"2019-09-11 13:17:30",NULL,0,"2019-09-11 18:06:20",NULL,0.762,2.008,5.704,"2019-09-11 10:04:40",2.008,82,26.17,NULL,3.532,1012.835,1014.527,"2019-09-11 00:00:05",1011.032,"2019-09-11 17:07:30",0.1,0.107,"2019-09-11 04:22:45",0.091,"2019-09-11 20:38:50",0.064,0.07,"2019-09-11 00:14:00",0.054,"2019-09-11 23:56:15",32.03,44,"2019-09-11 13:42:10",26.77,"2019-09-11 05:59:45",9.84,10.9,"2019-09-11 08:13:10",10.24,"2019-09-11 20:41:15"
133,"2019-09-13 00:00:00",23,12.15,33.81,29.57,32.69,"2019-09-12 12:50:05",26.8,"2019-09-12 04:41:05",88.7,"2019-09-12 06:03:30",61.88,"2019-09-12 15:15:55",283.9,982,"2019-09-12 10:30:10",24.53096,0,2,7.252,"2019-09-12 14:19:25",2,93.6,21.71,4.928,3.537,1012.288,1014.095,"2019-09-12 21:48:05",1010.883,"2019-09-12 03:40:30",0.087,0.093,"2019-09-12 05:54:15",0.08,"2019-09-12 23:06:00",0.052,0.056,"2019-09-12 13:01:45",0.045,"2019-09-12 23:59:25",31.89,43.77,"2019-09-12 13:41:30",26.26,"2019-09-12 05:29:30",9.83,14.89,"2019-09-12 13:59:05",10.15,"2019-09-12 13:54:50"
134,"2019-09-14 00:00:00",24,12.15,34.21,29.98,33.1,"2019-09-13 12:28:15",26.7,"2019-09-13 05:51:25",92.3,"2019-09-13 05:53:35",60.66,"2019-09-13 12:28:30",274.8,990,"2019-09-13 11:34:15",23.74419,0,2.327,7.86,"2019-09-13 22:20:55",2.327,96.8,27.69,4.738,3.536,1013.614,1015.582,"2019-09-13 22:28:50",1011.676,"2019-09-13 02:52:25",0.076,0.08,"2019-09-13 05:28:50",0.07,"2019-09-13 22:02:35",0.042,0.046,"2019-09-13 00:00:50",0.036,"2019-09-13 23:43:40",32.87,46.14,"2019-09-13 13:37:05",27.1,"2019-09-13 06:20:50",9.82,14.4,"2019-09-13 00:00:05",13.65,"2019-09-13 23:54:20"
135,"2019-09-15 00:00:00",25,12.15,33.67,29.54,32.68,"2019-09-14 14:46:40",25.66,"2019-09-14 05:07:40",95.7,"2019-09-14 05:29:25",69.42,"2019-09-14 13:42:30",237,1446,"2019-09-14 11:10:00",20.47861,2.032,3.157,9.49,"2019-09-14 20:59:10",3.157,80.1,29.76,3.925,3.532,1014.32,1015.877,"2019-09-14 09:04:30",1012.904,"2019-09-14 15:09:25",0.069,0.071,"2019-09-14 05:57:15",0.065,"2019-09-14 22:12:45",0.035,0.037,"2019-09-14 00:19:35",0.031,"2019-09-14 23:32:10",31.34,40.24,"2019-09-14 13:16:55",26.34,"2019-09-14 05:19:25",9.69,13.97,"2019-09-14 08:30:30",13.36,"2019-09-14 21:50:30"
136,"2019-09-16 00:00:00",26,12.12,29.7,27.99,29.55,"2019-09-15 08:40:20",25.61,"2019-09-15 06:21:05",95.6,"2019-09-15 10:18:25",75.58,"2019-09-15 23:33:05",49.47,260,"2019-09-15 08:31:40",4.274107,8.13,2.475,12.11,"2019-09-15 01:14:35",2.475,76.72,38.56,0.813,3.545,1013.813,1016.112,"2019-09-15 09:31:40",1011.74,"2019-09-15 15:26:50",0.118,0.163,"2019-09-15 23:21:30",0.065,"2019-09-15 00:00:05",0.08,0.125,"2019-09-15 22:24:45",0.03,"2019-09-15 04:48:40",27.28,28.59,"2019-09-15 15:58:35",25.94,"2019-09-15 05:37:05",9.5,15.5,"2019-09-15 13:36:45",13.47,"2019-09-15 01:04:15"
137,"2019-09-17 00:00:00",27,12.14,31.19,28.47,31.9,"2019-09-16 11:00:35",25.04,"2019-09-16 19:13:30",93.3,"2019-09-16 12:20:50",70.93,"2019-09-16 10:30:55",128.7,1037,"2019-09-16 09:57:20",11.11745,1.016,2.841,9.78,"2019-09-16 08:00:05",2.841,86.4,36.69,2.119,3.55,1013.493,1014.874,"2019-09-16 10:26:55",1011.842,"2019-09-16 04:11:55",0.161,0.166,"2019-09-16 21:49:50",0.154,"2019-09-16 11:53:10",0.119,0.124,"2019-09-16 20:28:05",0.114,"2019-09-16 07:03:05",27.74,32.85,"2019-09-16 11:18:30",25.83,"2019-09-16 02:55:15",9.7,15.51,"2019-09-16 14:00:45",15.25,"2019-09-16 11:38:45"
138,"2019-09-18 00:00:00",28,11.99,33.23,29.58,32.55,"2019-09-17 12:47:30",27.94,"2019-09-17 06:20:45",87.7,"2019-09-17 06:22:30",67.63,"2019-09-17 12:39:00",239.5,1171,"2019-09-17 12:49:30",20.68968,0,3.155,10.29,"2019-09-17 07:50:00",3.155,104.3,24.48,3.976,3.553,1012.999,1014.87,"2019-09-17 09:36:40",1011.404,"2019-09-17 15:56:45",0.153,0.166,"2019-09-17 01:22:50",0.139,"2019-09-17 22:18:55",0.113,0.124,"2019-09-17 00:12:55",0.098,"2019-09-17 23:43:55",29.66,38.31,"2019-09-17 12:50:05",26.31,"2019-09-17 03:30:40",9.8,15.48,"2019-09-17 10:08:40",14.83,"2019-09-17 23:56:30"
139,"2019-09-19 00:00:00",29,12.13,33.42,29.43,32.12,"2019-09-18 14:54:15",27.63,"2019-09-18 03:33:10",85.8,"2019-09-18 00:14:35",65.55,"2019-09-18 12:58:05",277.7,1048,"2019-09-18 11:36:30",23.9901,0,2.448,6.35,"2019-09-18 13:45:50",2.448,92.6,22.69,4.727,3.562,1011.156,1012.951,"2019-09-18 00:01:05",1009.321,"2019-09-18 17:10:55",0.125,0.14,"2019-09-18 00:00:35",0.109,"2019-09-18 23:32:40",0.087,0.099,"2019-09-18 00:00:25",0.071,"2019-09-18 23:55:10",31.15,41.56,"2019-09-18 13:39:00",26.28,"2019-09-18 04:44:10",9.61,14.84,"2019-09-18 00:43:20",14.11,"2019-09-18 23:57:55"
140,"2019-09-20 00:00:00",30,12.14,33.08,29.26,32.1,"2019-09-19 12:22:25",27.41,"2019-09-19 03:09:40",88.1,"2019-09-19 03:09:15",68.13,"2019-09-19 12:18:30",234.5,1145,"2019-09-19 12:16:10",20.25902,0,2.257,6.017,"2019-09-19 14:13:15",2.257,86.3,23.11,4.009,3.559,1010.282,1012.147,"2019-09-19 23:36:30",1008.442,"2019-09-19 04:17:35",0.102,0.109,"2019-09-19 00:48:25",0.092,"2019-09-19 23:11:40",0.065,0.071,"2019-09-19 00:00:40",0.055,"2019-09-19 23:39:15",30.96,40.15,"2019-09-19 12:46:20",26.66,"2019-09-19 05:10:30",9.81,14.12,"2019-09-19 00:42:10",13.51,"2019-09-19 23:56:55"
141,"2019-09-21 00:00:00",31,12.12,32.97,28.92,32.18,"2019-09-20 11:11:05",25.67,"2019-09-20 05:37:30",96,"2019-09-20 06:26:50",67.27,"2019-09-20 11:29:05",210,991,"2019-09-20 12:16:50",18.14568,1.524,1.23,4.92,"2019-09-20 12:28:25",1.23,184.7,88.9,3.722,3.554,1011.931,1014.21,"2019-09-20 22:50:55",1009.995,"2019-09-20 15:51:55",0.09,0.095,"2019-09-20 06:28:50",0.086,"2019-09-20 21:28:10",0.055,0.059,"2019-09-20 11:05:30",0.05,"2019-09-20 23:41:45",29.76,35.67,"2019-09-20 12:53:05",26.41,"2019-09-20 05:48:25",9.54,13.82,"2019-09-20 08:53:45",13.4,"2019-09-20 23:48:45"
142,"2019-09-22 00:00:00",32,12.08,33.24,29.23,32.8,"2019-09-21 12:26:35",24.33,"2019-09-21 05:56:00",96.2,"2019-09-21 06:00:35",65.61,"2019-09-21 14:04:20",261.9,1170,"2019-09-21 11:59:10",22.62713,0,2.186,8.27,"2019-09-21 12:39:20",2.186,107.8,42.24,4.488,3.56,1013.61,1015.265,"2019-09-21 21:50:35",1011.952,"2019-09-21 15:56:15",0.081,0.087,"2019-09-21 00:00:05",0.074,"2019-09-21 19:23:10",0.047,0.051,"2019-09-21 00:06:30",0.041,"2019-09-21 23:33:40",31.16,40.57,"2019-09-21 13:40:30",25.23,"2019-09-21 06:16:10",9.69,13.4,"2019-09-21 00:02:40",12.69,"2019-09-21 23:45:05"
143,"2019-09-23 00:00:00",33,12.09,33.17,29.38,32.56,"2019-09-22 10:36:55",25.56,"2019-09-22 00:59:05",88.4,"2019-09-22 05:15:15",65.41,"2019-09-22 10:28:05",215.9,1232,"2019-09-22 12:08:25",18.65022,0,3.184,10.68,"2019-09-22 00:51:10",3.184,99.5,26.87,3.572,3.565,1013.271,1015.146,"2019-09-22 00:46:45",1011.588,"2019-09-22 17:15:35",0.07,0.075,"2019-09-22 00:01:10",0.066,"2019-09-22 21:21:40",0.037,0.041,"2019-09-22 00:01:20",0.032,"2019-09-22 23:55:50",30.99,39.37,"2019-09-22 13:34:25",26.85,"2019-09-22 04:07:10",9.73,12.74,"2019-09-22 00:45:40",12,"2019-09-22 23:56:50"
144,"2019-09-24 00:00:00",34,12.1,31.93,28.29,32.75,"2019-09-23 12:54:00",25.16,"2019-09-23 21:01:10",97.1,"2019-09-23 21:34:30",61.44,"2019-09-23 12:55:05",230.3,1318,"2019-09-23 12:44:20",19.90026,0.508,3.149,9.86,"2019-09-23 16:08:25",3.149,156.6,39.35,3.739,3.575,1012.249,1013.598,"2019-09-23 00:05:45",1010.833,"2019-09-23 15:10:10",0.064,0.066,"2019-09-23 00:54:20",0.06,"2019-09-23 20:23:15",0.03,0.033,"2019-09-23 00:06:35",0.027,"2019-09-23 21:14:30",30.13,41.72,"2019-09-23 13:04:40",25.2,"2019-09-23 23:23:25",9.64,12.03,"2019-09-23 00:06:10",11.45,"2019-09-23 20:20:10"
145,"2019-09-25 00:00:00",35,12.09,28.71,26.18,30.46,"2019-09-24 15:19:25",23.83,"2019-09-24 04:15:35",99.1,"2019-09-24 04:09:20",72.37,"2019-09-24 14:28:00",143.1,1259,"2019-09-24 13:14:05",12.3596,24.64,2.852,11.05,"2019-09-24 03:49:15",2.852,205.3,28.56,2.246,3.578,1012.248,1014.519,"2019-09-24 21:25:00",1010.352,"2019-09-24 03:35:45",0.2,0.265,"2019-09-24 17:40:55",0.064,"2019-09-24 00:00:15",0.094,0.165,"2019-09-24 04:13:00",0.031,"2019-09-24 00:00:55",25.93,31.12,"2019-09-24 14:36:50",23.95,"2019-09-24 04:21:40",9.44,17.48,"2019-09-24 23:43:40",11.96,"2019-09-24 00:00:50"
146,"2019-09-26 00:00:00",36,12.11,30.23,26.88,31.24,"2019-09-25 10:17:35",23.55,"2019-09-25 11:19:35",99.3,"2019-09-25 23:19:50",72.99,"2019-09-25 10:46:35",181.2,1225,"2019-09-25 13:39:10",15.65489,8.89,1.409,8.37,"2019-09-25 10:59:30",1.409,197.1,47.14,3.083,3.576,1013.617,1017.103,"2019-09-25 11:00:35",1011.928,"2019-09-25 15:10:55",0.216,0.296,"2019-09-25 11:18:15",0.198,"2019-09-25 10:44:20",0.081,0.124,"2019-09-25 11:06:20",0.073,"2019-09-25 23:15:35",26.86,31.85,"2019-09-25 15:07:40",24.64,"2019-09-25 01:22:10",9.54,18.75,"2019-09-25 12:11:00",17.45,"2019-09-25 10:47:30"
147,"2019-09-27 00:00:00",37,12.08,32.05,27.9,31.86,"2019-09-26 11:59:30",23.87,"2019-09-26 03:13:45",99.8,"2019-09-26 03:42:00",69.54,"2019-09-26 11:37:45",275.6,958,"2019-09-26 11:45:15",23.81111,0,0.876,4.567,"2019-09-26 12:07:20",0.876,0,0,4.897,3.564,1013.813,1015.432,"2019-09-26 22:40:00",1011.947,"2019-09-26 02:36:35",0.185,0.205,"2019-09-26 00:00:05",0.166,"2019-09-26 20:12:10",0.068,0.074,"2019-09-26 00:02:30",0.06,"2019-09-26 23:55:15",29,37.8,"2019-09-26 13:24:10",24.19,"2019-09-26 04:35:40",9.64,18.55,"2019-09-26 00:07:10",18,"2019-09-26 23:59:15"
148,"2019-09-28 00:00:00",38,12.07,32.89,28.78,32.01,"2019-09-27 14:20:45",25.52,"2019-09-27 06:19:25",95.7,"2019-09-27 01:05:50",69.62,"2019-09-27 14:57:30",269.2,1153,"2019-09-27 10:51:30",23.25603,1.016,1.746,5.86,"2019-09-27 21:49:15",1.746,77.58,29.52,4.662,3.565,1014.28,1015.751,"2019-09-27 09:09:50",1013.024,"2019-09-27 15:10:15",0.149,0.166,"2019-09-27 01:28:55",0.13,"2019-09-27 21:26:05",0.055,0.061,"2019-09-27 00:06:45",0.047,"2019-09-27 23:48:25",30.55,41.15,"2019-09-27 13:29:35",24.96,"2019-09-27 06:21:55",9.6,18,"2019-09-27 00:00:30",17.34,"2019-09-27 23:22:25"
149,"2019-09-29 00:00:00",39,12.08,33.13,29.03,32.23,"2019-09-28 13:32:55",26.38,"2019-09-28 23:59:10",91.9,"2019-09-29 00:00:00",61.22,"2019-09-28 13:22:35",244.3,1341,"2019-09-28 12:24:40",21.10958,0,1.425,5.468,"2019-09-28 01:23:35",1.425,71.86,33.6,4.307,3.575,1013.53,1015.179,"2019-09-28 10:05:05",1012.096,"2019-09-28 15:16:55",0.119,0.13,"2019-09-28 04:25:10",0.106,"2019-09-28 20:44:25",0.044,0.048,"2019-09-28 00:02:55",0.039,"2019-09-28 23:47:55",30.56,41.18,"2019-09-28 13:52:25",25.83,"2019-09-28 06:06:10",9.72,17.45,"2019-09-28 00:47:15",16.91,"2019-09-28 23:58:55"
150,"2019-09-30 00:00:00",40,12.07,31.8,27.72,31.94,"2019-09-29 13:21:15",24.35,"2019-09-29 21:16:10",98.6,"2019-09-29 06:52:30",67.25,"2019-09-29 15:37:15",NULL,0,"2019-09-29 06:04:25",NULL,0,0.891,4.939,"2019-09-29 14:02:05",0.891,210,73.76,NULL,3.572,1012.368,1013.847,"2019-09-29 10:00:05",1011.16,"2019-09-29 17:54:45",0.098,0.107,"2019-09-29 03:29:15",0.088,"2019-09-29 20:21:20",0.036,0.04,"2019-09-29 00:39:10",0.031,"2019-09-29 23:32:55",29.94,40.06,"2019-09-29 13:31:10",25.05,"2019-09-29 06:15:10",9.55,16.92,"2019-09-29 00:00:40",16.35,"2019-09-29 23:57:05"
151,"2019-10-01 00:00:00",41,12.06,31.13,27.16,31.63,"2019-09-30 12:27:30",23.09,"2019-09-30 05:31:30",99.5,"2019-09-30 05:36:00",63.12,"2019-09-30 13:37:50",249.5,1060,"2019-09-30 11:31:40",21.56033,0,0.842,4.469,"2019-09-30 13:21:05",0.842,218.9,87.9,4.392,3.583,1011.749,1013.174,"2019-09-30 10:44:10",1009.827,"2019-09-30 17:04:30",0.086,0.088,"2019-09-30 00:00:05",0.082,"2019-09-30 21:04:50",0.027,0.032,"2019-09-30 00:08:45",0.022,"2019-09-30 12:03:00",29.03,39.37,"2019-09-30 13:34:40",23.26,"2019-09-30 06:09:10",9.55,23.74,"2019-09-30 12:02:35",0.783,"2019-09-30 11:37:25"
152,"2019-10-02 00:00:00",42,12.07,32.09,28.19,32.7,"2019-10-01 15:13:00",24.03,"2019-10-01 00:54:55",94.8,"2019-10-01 00:17:10",64.01,"2019-10-01 15:30:55",236.9,1016,"2019-10-01 12:57:35",20.47127,0,1.043,6.252,"2019-10-01 12:19:35",1.043,89.4,62.92,4.193,3.572,1011.554,1013.07,"2019-10-01 22:41:30",1009.815,"2019-10-01 04:15:05",0.083,0.085,"2019-10-01 10:34:45",0.081,"2019-10-01 21:54:15",0.023,0.025,"2019-10-01 17:32:05",0.022,"2019-10-01 05:35:05",30.61,41.35,"2019-10-01 13:36:40",24.06,"2019-10-01 01:55:25",9.51,22.71,"2019-10-01 00:01:20",22.14,"2019-10-01 23:59:25"
153,"2019-10-03 00:00:00",43,12.11,33.36,29.01,32.36,"2019-10-02 12:01:35",26.16,"2019-10-02 04:49:50",91.1,"2019-10-02 00:13:45",60.48,"2019-10-02 13:11:10",270.9,906,"2019-10-02 12:12:30",23.40839,0,1.814,5.939,"2019-10-02 12:36:40",1.814,94.9,25.61,4.702,3.581,1012.255,1014.065,"2019-10-02 21:42:15",1010.361,"2019-10-02 03:50:50",0.081,0.083,"2019-10-02 11:31:30",0.079,"2019-10-02 23:32:40",0.023,0.025,"2019-10-02 15:40:05",0.021,"2019-10-02 08:23:00",31.69,42.48,"2019-10-02 13:22:50",25.69,"2019-10-02 05:10:55",9.52,22.15,"2019-10-02 00:03:40",21.35,"2019-10-02 23:56:35"
154,"2019-10-04 00:00:00",44,12.11,32.87,28.93,32.46,"2019-10-03 13:06:35",25.4,"2019-10-03 04:34:00",90.5,"2019-10-03 04:36:25",67.01,"2019-10-03 12:40:35",216.6,1035,"2019-10-03 13:06:15",18.71121,0,1.456,4.939,"2019-10-03 12:52:10",1.456,79.33,32.57,3.805,3.566,1013.995,1015.511,"2019-10-03 23:03:15",1011.915,"2019-10-03 03:23:45",0.079,0.081,"2019-10-03 11:52:35",0.078,"2019-10-03 19:03:55",0.023,0.024,"2019-10-03 15:12:40",0.021,"2019-10-03 07:17:55",31.49,43.64,"2019-10-03 13:15:10",25.35,"2019-10-03 05:54:55",9.52,21.36,"2019-10-03 00:03:20",20.77,"2019-10-03 23:57:15"
NULL,"2019-08-21 00:00:00",0,12.28,34.15,29.15,32.24,"2019-08-20 12:49:25",25.58,"2019-08-20 22:18:15",90.8,"2019-08-20 22:32:15",61.14,"2019-08-20 13:37:55",320.8,1250,"2019-08-20 13:58:40",14.44904,0.508,2.552,7.82,"2019-08-20 20:51:15",2.552,61.87,28.88,2.826,0.151,1016.216,1017.755,"2019-08-20 11:31:15",1015.004,"2019-08-20 16:40:35",0.101,0.107,"2019-08-20 11:29:30",0.097,"2019-08-20 23:56:15",0.053,0.058,"2019-08-20 13:04:30",0.047,"2019-08-20 23:49:45",33.3,43.55,"2019-08-20 13:03:20",26.55,"2019-08-20 22:39:10",4.587,13.14,"2019-08-20 11:35:15",12.62,"2019-08-20 21:59:25"
NULL,"2019-08-22 00:00:00",1,12.23,32.1,28.5,31.01,"2019-08-21 11:18:10",25.8,"2019-08-21 20:54:05",89.3,"2019-08-21 20:51:10",62.94,"2019-08-21 12:47:35",219.5,1475,"2019-08-21 11:41:00",18.9668,0.508,2.556,9.49,"2019-08-21 12:28:25",2.556,86.3,32.91,3.667,3.447,1015.718,1017.261,"2019-08-21 10:09:05",1014.147,"2019-08-21 17:20:55",0.093,0.097,"2019-08-21 01:17:20",0.088,"2019-08-21 23:21:15",0.045,0.048,"2019-08-21 04:06:05",0.04,"2019-08-21 23:43:00",29.48,36.6,"2019-08-21 13:45:20",24.88,"2019-08-21 06:02:45",10.15,12.9,"2019-08-21 02:56:10",12.2,"2019-08-21 23:46:30"
NULL,"2019-08-23 00:00:00",2,12.19,32.53,28.6,31.72,"2019-08-22 12:57:40",24.74,"2019-08-22 02:18:50",93.5,"2019-08-22 06:22:40",64.43,"2019-08-22 13:32:40",302.4,1274,"2019-08-22 13:21:55",26.12322,4.064,2.748,8.31,"2019-08-22 13:47:25",2.748,100.8,30.32,5.012,3.445,1016.426,1017.76,"2019-08-22 22:37:20",1015.226,"2019-08-22 02:01:50",0.092,0.105,"2019-08-22 23:48:05",0.087,"2019-08-22 03:08:10",0.046,0.062,"2019-08-22 23:17:00",0.038,"2019-08-22 05:05:40",30.31,41.56,"2019-08-22 13:45:40",24.91,"2019-08-22 05:53:10",10.17,13.89,"2019-08-22 09:15:25",12.18,"2019-08-22 01:54:25"
NULL,"2019-08-24 00:00:00",3,12.19,32.6,28.96,31.96,"2019-08-23 13:27:20",26.92,"2019-08-23 06:42:45",90.2,"2019-08-23 06:39:50",69.19,"2019-08-23 13:27:40",260.8,1364,"2019-08-23 12:56:35",22.5302,1.016,3.201,9.7,"2019-08-23 06:32:15",3.201,90.4,22.18,4.272,3.444,1016.829,1018.389,"2019-08-23 09:17:45",1015.124,"2019-08-23 16:23:55",0.106,0.112,"2019-08-23 08:19:45",0.1,"2019-08-23 23:11:45",0.061,0.069,"2019-08-23 12:13:15",0.054,"2019-08-23 23:43:55",29.69,40.56,"2019-08-23 13:32:50",25.62,"2019-08-23 02:25:30",10.08,13.91,"2019-08-23 06:50:50",13.16,"2019-08-23 23:56:25"
NULL,"2019-08-25 00:00:00",4,12.19,32.71,29.08,31.4,"2019-08-24 12:29:55",26.03,"2019-08-24 04:56:10",92.3,"2019-08-24 04:57:35",71.77,"2019-08-24 09:31:10",241.3,1219,"2019-08-24 12:48:10",20.84588,1.778,3.125,7.605,"2019-08-24 10:52:50",3.125,91.6,21.75,3.97,3.444,1016.793,1018.076,"2019-08-24 09:06:40",1015.527,"2019-08-24 03:26:00",0.105,0.111,"2019-08-24 12:07:05",0.099,"2019-08-24 04:46:15",0.062,0.07,"2019-08-24 12:36:30",0.053,"2019-08-24 04:46:20",29.59,37.92,"2019-08-24 13:51:20",26.14,"2019-08-24 05:40:25",10.1,13.66,"2019-08-24 11:35:40",13.09,"2019-08-24 23:58:10"
NULL,"2019-08-26 00:00:00",5,12.19,33.34,29.43,32,"2019-08-25 14:24:35",27.62,"2019-08-25 05:50:45",83.1,"2019-08-25 02:28:20",66.57,"2019-08-25 15:14:25",275.6,1160,"2019-08-25 11:13:15",23.81505,0,3.013,8.11,"2019-08-25 19:13:25",3.013,91.8,24.98,4.592,3.461,1016.232,1017.651,"2019-08-25 10:13:15",1014.583,"2019-08-25 15:20:45",0.096,0.103,"2019-08-25 00:00:05",0.088,"2019-08-25 22:56:10",0.053,0.059,"2019-08-25 00:02:20",0.044,"2019-08-25 23:31:05",30.91,40.75,"2019-08-25 13:47:30",26.12,"2019-08-25 05:47:25",10.07,13.13,"2019-08-25 03:07:35",12.29,"2019-08-25 23:43:20"
